iteration,distance,file,num_reads,round
real_sabin_4,0.04,mapped.medaka.paf,399,medaka
real_sabin_4,0.04,mapped.medaka.paf,400,medaka_scratch
real_sabin_4,0.05,mapped.paf,362,0
real_sabin_4,0.05,mapped.racon1.paf,395,1
real_sabin_4,0.05,mapped.racon2.paf,395,2
real_sabin_4,0.05,mapped.racon3.paf,393,3
real_sabin_4,0.05,mapped.racon4.paf,393,4
real_sabin_4,0.05,mapped.medaka.paf,399,medaka
real_sabin_4,0.05,mapped.medaka.paf,400,medaka_scratch
real_sabin_4,0.06,mapped.paf,363,0
real_sabin_4,0.06,mapped.racon1.paf,397,1
real_sabin_4,0.06,mapped.racon2.paf,397,2
real_sabin_4,0.06,mapped.racon3.paf,395,3
real_sabin_4,0.06,mapped.racon4.paf,396,4
real_sabin_4,0.06,mapped.medaka.paf,400,medaka
real_sabin_4,0.06,mapped.medaka.paf,400,medaka_scratch
real_sabin_4,0.07,mapped.paf,343,0
real_sabin_4,0.07,mapped.racon1.paf,399,1
real_sabin_4,0.07,mapped.racon2.paf,397,2
real_sabin_4,0.07,mapped.racon3.paf,399,3
real_sabin_4,0.07,mapped.racon4.paf,397,4
real_sabin_4,0.07,mapped.medaka.paf,399,medaka
real_sabin_4,0.07,mapped.medaka.paf,398,medaka_scratch
real_sabin_4,0.08,mapped.paf,326,0
real_sabin_4,0.08,mapped.racon1.paf,396,1
real_sabin_4,0.08,mapped.racon2.paf,395,2
real_sabin_4,0.08,mapped.racon3.paf,396,3
real_sabin_4,0.08,mapped.racon4.paf,396,4
real_sabin_4,0.08,mapped.medaka.paf,400,medaka
real_sabin_4,0.08,mapped.medaka.paf,399,medaka_scratch
real_sabin_4,0.09,mapped.paf,336,0
real_sabin_4,0.09,mapped.racon1.paf,396,1
real_sabin_4,0.09,mapped.racon2.paf,394,2
real_sabin_4,0.09,mapped.racon3.paf,394,3
real_sabin_4,0.09,mapped.racon4.paf,394,4
real_sabin_4,0.09,mapped.medaka.paf,399,medaka
real_sabin_4,0.09,mapped.medaka.paf,399,medaka_scratch
real_sabin_4,0.1,mapped.paf,319,0
real_sabin_4,0.1,mapped.racon1.paf,393,1
real_sabin_4,0.1,mapped.racon2.paf,393,2
real_sabin_4,0.1,mapped.racon3.paf,393,3
real_sabin_4,0.1,mapped.racon4.paf,393,4
real_sabin_4,0.1,mapped.medaka.paf,398,medaka
real_sabin_4,0.1,mapped.medaka.paf,397,medaka_scratch
real_sabin_4,0.11,mapped.paf,255,0
real_sabin_4,0.11,mapped.racon1.paf,394,1
real_sabin_4,0.11,mapped.racon2.paf,393,2
real_sabin_4,0.11,mapped.racon3.paf,394,3
real_sabin_4,0.11,mapped.racon4.paf,394,4
real_sabin_4,0.11,mapped.medaka.paf,400,medaka
real_sabin_4,0.11,mapped.medaka.paf,399,medaka_scratch
real_sabin_4,0.12,mapped.paf,270,0
real_sabin_4,0.12,mapped.racon1.paf,396,1
real_sabin_4,0.12,mapped.racon2.paf,397,2
real_sabin_4,0.12,mapped.racon3.paf,396,3
real_sabin_4,0.12,mapped.racon4.paf,396,4
real_sabin_4,0.12,mapped.medaka.paf,399,medaka
real_sabin_4,0.12,mapped.medaka.paf,399,medaka_scratch
real_sabin_4,0.13,mapped.paf,237,0
real_sabin_4,0.13,mapped.racon1.paf,389,1
real_sabin_4,0.13,mapped.racon2.paf,390,2
real_sabin_4,0.13,mapped.racon3.paf,389,3
real_sabin_4,0.13,mapped.racon4.paf,389,4
real_sabin_4,0.13,mapped.medaka.paf,399,medaka
real_sabin_4,0.13,mapped.medaka.paf,398,medaka_scratch
real_sabin_4,0.14,mapped.paf,249,0
real_sabin_4,0.14,mapped.racon1.paf,392,1
real_sabin_4,0.14,mapped.racon2.paf,392,2
real_sabin_4,0.14,mapped.racon3.paf,392,3
real_sabin_4,0.14,mapped.racon4.paf,391,4
real_sabin_4,0.14,mapped.medaka.paf,399,medaka
real_sabin_4,0.14,mapped.medaka.paf,400,medaka_scratch
real_sabin_4,0.15,mapped.paf,191,0
real_sabin_4,0.15,mapped.racon1.paf,394,1
real_sabin_4,0.15,mapped.racon2.paf,395,2
real_sabin_4,0.15,mapped.racon3.paf,394,3
real_sabin_4,0.15,mapped.racon4.paf,394,4
real_sabin_4,0.15,mapped.medaka.paf,400,medaka
real_sabin_4,0.15,mapped.medaka.paf,398,medaka_scratch
real_sabin_4,0.16,mapped.paf,177,0
real_sabin_4,0.16,mapped.racon1.paf,395,1
real_sabin_4,0.16,mapped.racon2.paf,397,2
real_sabin_4,0.16,mapped.racon3.paf,395,3
real_sabin_4,0.16,mapped.racon4.paf,395,4
real_sabin_4,0.16,mapped.medaka.paf,399,medaka
real_sabin_4,0.16,mapped.medaka.paf,396,medaka_scratch
real_sabin_4,0.17,mapped.paf,125,0
real_sabin_4,0.17,mapped.racon1.paf,393,1
real_sabin_4,0.17,mapped.racon2.paf,393,2
real_sabin_4,0.17,mapped.racon3.paf,395,3
real_sabin_4,0.17,mapped.racon4.paf,394,4
real_sabin_4,0.17,mapped.medaka.paf,401,medaka
real_sabin_4,0.17,mapped.medaka.paf,399,medaka_scratch
real_sabin_4,0.18,mapped.paf,142,0
real_sabin_4,0.18,mapped.racon1.paf,369,1
real_sabin_4,0.18,mapped.racon2.paf,367,2
real_sabin_4,0.18,mapped.racon3.paf,367,3
real_sabin_4,0.18,mapped.racon4.paf,367,4
real_sabin_4,0.18,mapped.medaka.paf,398,medaka
real_sabin_4,0.18,mapped.medaka.paf,398,medaka_scratch
real_sabin_4,0.19,mapped.paf,69,0
real_sabin_4,0.19,mapped.racon1.paf,383,1
real_sabin_4,0.19,mapped.racon2.paf,385,2
real_sabin_4,0.19,mapped.racon3.paf,385,3
real_sabin_4,0.19,mapped.racon4.paf,385,4
real_sabin_4,0.19,mapped.medaka.paf,399,medaka
real_sabin_4,0.19,mapped.medaka.paf,400,medaka_scratch
real_sabin_4,0.2,mapped.paf,36,0
real_sabin_4,0.2,mapped.racon1.paf,372,1
real_sabin_4,0.2,mapped.racon2.paf,374,2
real_sabin_4,0.2,mapped.racon3.paf,374,3
real_sabin_4,0.2,mapped.racon4.paf,374,4
real_sabin_4,0.2,mapped.medaka.paf,398,medaka
real_sabin_4,0.2,mapped.medaka.paf,398,medaka_scratch
real_sabin_4,0.21,mapped.paf,2,0
real_sabin_4,0.21,mapped.racon1.paf,356,1
real_sabin_4,0.21,mapped.racon2.paf,383,2
real_sabin_4,0.21,mapped.racon3.paf,387,3
real_sabin_4,0.21,mapped.racon4.paf,392,4
real_sabin_4,0.21,mapped.medaka.paf,400,medaka
real_sabin_4,0.21,mapped.medaka.paf,376,medaka_scratch
real_sabin_4,0.22,mapped.paf,74,0
real_sabin_4,0.22,mapped.racon1.paf,368,1
real_sabin_4,0.22,mapped.racon2.paf,369,2
real_sabin_4,0.22,mapped.racon3.paf,370,3
real_sabin_4,0.22,mapped.racon4.paf,370,4
real_sabin_4,0.22,mapped.medaka.paf,394,medaka
real_sabin_4,0.22,mapped.medaka.paf,394,medaka_scratch
real_sabin_4,0.23,mapped.paf,80,0
real_sabin_4,0.23,mapped.racon1.paf,384,1
real_sabin_4,0.23,mapped.racon2.paf,383,2
real_sabin_4,0.23,mapped.racon3.paf,384,3
real_sabin_4,0.23,mapped.racon4.paf,383,4
real_sabin_4,0.23,mapped.medaka.paf,399,medaka
real_sabin_4,0.23,mapped.medaka.paf,397,medaka_scratch
real_sabin_4,0.24,mapped.paf,13,0
real_sabin_4,0.24,mapped.racon1.paf,353,1
real_sabin_4,0.24,mapped.racon2.paf,353,2
real_sabin_4,0.24,mapped.racon3.paf,353,3
real_sabin_4,0.24,mapped.racon4.paf,353,4
real_sabin_4,0.24,mapped.medaka.paf,397,medaka
real_sabin_4,0.24,mapped.medaka.paf,394,medaka_scratch
real_sabin_4,0.25,mapped.paf,8,0
real_sabin_4,0.25,mapped.racon1.paf,352,1
real_sabin_4,0.25,mapped.racon2.paf,361,2
real_sabin_4,0.25,mapped.racon3.paf,370,3
real_sabin_4,0.25,mapped.racon4.paf,375,4
real_sabin_4,0.25,mapped.medaka.paf,398,medaka
real_sabin_4,0.25,mapped.medaka.paf,398,medaka_scratch
real_sabin_4,0.26,mapped.paf,0,0
real_sabin_4,0.26,mapped.racon1.paf,0,1
real_sabin_4,0.26,mapped.racon2.paf,0,2
real_sabin_4,0.26,mapped.racon3.paf,0,3
real_sabin_4,0.26,mapped.racon4.paf,0,4
real_sabin_4,0.26,mapped.medaka.paf,0,medaka
real_sabin_4,0.26,mapped.medaka.paf,0,medaka_scratch
real_sabin_4,0.27,mapped.paf,0,0
real_sabin_4,0.27,mapped.racon1.paf,0,1
real_sabin_4,0.27,mapped.racon2.paf,0,2
real_sabin_4,0.27,mapped.racon3.paf,0,3
real_sabin_4,0.27,mapped.racon4.paf,0,4
real_sabin_4,0.27,mapped.medaka.paf,0,medaka
real_sabin_4,0.27,mapped.medaka.paf,0,medaka_scratch
real_sabin_4,0.28,mapped.paf,0,0
real_sabin_4,0.28,mapped.racon1.paf,0,1
real_sabin_4,0.28,mapped.racon2.paf,0,2
real_sabin_4,0.28,mapped.racon3.paf,0,3
real_sabin_4,0.28,mapped.racon4.paf,0,4
real_sabin_4,0.28,mapped.medaka.paf,0,medaka
real_sabin_4,0.28,mapped.medaka.paf,0,medaka_scratch
real_sabin_4,0.29,mapped.paf,0,0
real_sabin_4,0.29,mapped.racon1.paf,0,1
real_sabin_4,0.29,mapped.racon2.paf,0,2
real_sabin_4,0.29,mapped.racon3.paf,0,3
real_sabin_4,0.29,mapped.racon4.paf,0,4
real_sabin_4,0.29,mapped.medaka.paf,0,medaka
real_sabin_4,0.29,mapped.medaka.paf,0,medaka_scratch
real_sabin_4,0.3,mapped.paf,0,0
real_sabin_4,0.3,mapped.racon1.paf,0,1
real_sabin_4,0.3,mapped.racon2.paf,0,2
real_sabin_4,0.3,mapped.racon3.paf,0,3
real_sabin_4,0.3,mapped.racon4.paf,0,4
real_sabin_4,0.3,mapped.medaka.paf,0,medaka
real_sabin_4,0.3,mapped.medaka.paf,0,medaka_scratch
real_sabin_4,0.31,mapped.paf,0,0
real_sabin_4,0.31,mapped.racon1.paf,0,1
real_sabin_4,0.31,mapped.racon2.paf,0,2
real_sabin_4,0.31,mapped.racon3.paf,0,3
real_sabin_4,0.31,mapped.racon4.paf,0,4
real_sabin_4,0.31,mapped.medaka.paf,0,medaka
real_sabin_4,0.31,mapped.medaka.paf,0,medaka_scratch
real_sabin_4,0.32,mapped.paf,0,0
real_sabin_4,0.32,mapped.racon1.paf,0,1
real_sabin_4,0.32,mapped.racon2.paf,0,2
real_sabin_4,0.32,mapped.racon3.paf,0,3
real_sabin_4,0.32,mapped.racon4.paf,0,4
real_sabin_4,0.32,mapped.medaka.paf,0,medaka
real_sabin_4,0.32,mapped.medaka.paf,0,medaka_scratch
real_sabin_4,0.33,mapped.paf,2,0
real_sabin_4,0.33,mapped.racon1.paf,348,1
real_sabin_4,0.33,mapped.racon2.paf,359,2
real_sabin_4,0.33,mapped.racon3.paf,359,3
real_sabin_4,0.33,mapped.racon4.paf,359,4
real_sabin_4,0.33,mapped.medaka.paf,375,medaka
real_sabin_4,0.33,mapped.medaka.paf,0,medaka_scratch
real_sabin_4,0.34,mapped.paf,0,0
real_sabin_4,0.34,mapped.racon1.paf,0,1
real_sabin_4,0.34,mapped.racon2.paf,0,2
real_sabin_4,0.34,mapped.racon3.paf,0,3
real_sabin_4,0.34,mapped.racon4.paf,0,4
real_sabin_4,0.34,mapped.medaka.paf,0,medaka
real_sabin_4,0.34,mapped.medaka.paf,0,medaka_scratch
real_sabin_4,0.35,mapped.paf,0,0
real_sabin_4,0.35,mapped.racon1.paf,0,1
real_sabin_4,0.35,mapped.racon2.paf,0,2
real_sabin_4,0.35,mapped.racon3.paf,0,3
real_sabin_4,0.35,mapped.racon4.paf,0,4
real_sabin_4,0.35,mapped.medaka.paf,0,medaka
real_sabin_4,0.35,mapped.medaka.paf,0,medaka_scratch
real_sabin_5,0.001,mapped.paf,400,0
real_sabin_5,0.001,mapped.racon1.paf,398,1
real_sabin_5,0.001,mapped.racon2.paf,397,2
real_sabin_5,0.001,mapped.racon3.paf,399,3
real_sabin_5,0.001,mapped.racon4.paf,397,4
real_sabin_5,0.001,mapped.medaka.paf,399,medaka
real_sabin_5,0.001,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.002,mapped.paf,400,0
real_sabin_5,0.002,mapped.racon1.paf,398,1
real_sabin_5,0.002,mapped.racon2.paf,397,2
real_sabin_5,0.002,mapped.racon3.paf,399,3
real_sabin_5,0.002,mapped.racon4.paf,397,4
real_sabin_5,0.002,mapped.medaka.paf,399,medaka
real_sabin_5,0.002,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.003,mapped.paf,400,0
real_sabin_5,0.003,mapped.racon1.paf,399,1
real_sabin_5,0.003,mapped.racon2.paf,397,2
real_sabin_5,0.003,mapped.racon3.paf,399,3
real_sabin_5,0.003,mapped.racon4.paf,397,4
real_sabin_5,0.003,mapped.medaka.paf,399,medaka
real_sabin_5,0.003,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.004,mapped.paf,399,0
real_sabin_5,0.004,mapped.racon1.paf,397,1
real_sabin_5,0.004,mapped.racon2.paf,397,2
real_sabin_5,0.004,mapped.racon3.paf,399,3
real_sabin_5,0.004,mapped.racon4.paf,397,4
real_sabin_5,0.004,mapped.medaka.paf,399,medaka
real_sabin_5,0.004,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.005,mapped.paf,397,0
real_sabin_5,0.005,mapped.racon1.paf,398,1
real_sabin_5,0.005,mapped.racon2.paf,397,2
real_sabin_5,0.005,mapped.racon3.paf,399,3
real_sabin_5,0.005,mapped.racon4.paf,397,4
real_sabin_5,0.005,mapped.medaka.paf,399,medaka
real_sabin_5,0.005,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.006,mapped.paf,397,0
real_sabin_5,0.006,mapped.racon1.paf,399,1
real_sabin_5,0.006,mapped.racon2.paf,397,2
real_sabin_5,0.006,mapped.racon3.paf,397,3
real_sabin_5,0.006,mapped.racon4.paf,397,4
real_sabin_5,0.006,mapped.medaka.paf,399,medaka
real_sabin_5,0.006,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.007,mapped.paf,398,0
real_sabin_5,0.007,mapped.racon1.paf,398,1
real_sabin_5,0.007,mapped.racon2.paf,397,2
real_sabin_5,0.007,mapped.racon3.paf,397,3
real_sabin_5,0.007,mapped.racon4.paf,397,4
real_sabin_5,0.007,mapped.medaka.paf,399,medaka
real_sabin_5,0.007,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.008,mapped.paf,398,0
real_sabin_5,0.008,mapped.racon1.paf,399,1
real_sabin_5,0.008,mapped.racon2.paf,397,2
real_sabin_5,0.008,mapped.racon3.paf,397,3
real_sabin_5,0.008,mapped.racon4.paf,397,4
real_sabin_5,0.008,mapped.medaka.paf,399,medaka
real_sabin_5,0.008,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.009,mapped.paf,393,0
real_sabin_5,0.009,mapped.racon1.paf,399,1
real_sabin_5,0.009,mapped.racon2.paf,397,2
real_sabin_5,0.009,mapped.racon3.paf,397,3
real_sabin_5,0.009,mapped.racon4.paf,397,4
real_sabin_5,0.009,mapped.medaka.paf,399,medaka
real_sabin_5,0.009,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.01,mapped.paf,394,0
real_sabin_5,0.01,mapped.racon1.paf,397,1
real_sabin_5,0.01,mapped.racon2.paf,397,2
real_sabin_5,0.01,mapped.racon3.paf,396,3
real_sabin_5,0.01,mapped.racon4.paf,395,4
real_sabin_5,0.01,mapped.medaka.paf,399,medaka
real_sabin_5,0.01,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.02,mapped.paf,379,0
real_sabin_5,0.02,mapped.racon1.paf,398,1
real_sabin_5,0.02,mapped.racon2.paf,397,2
real_sabin_5,0.02,mapped.racon3.paf,397,3
real_sabin_5,0.02,mapped.racon4.paf,397,4
real_sabin_5,0.02,mapped.medaka.paf,399,medaka
real_sabin_5,0.02,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.03,mapped.paf,378,0
real_sabin_5,0.03,mapped.racon1.paf,398,1
real_sabin_5,0.03,mapped.racon2.paf,397,2
real_sabin_5,0.03,mapped.racon3.paf,397,3
real_sabin_5,0.03,mapped.racon4.paf,397,4
real_sabin_5,0.03,mapped.medaka.paf,399,medaka
real_sabin_5,0.03,mapped.medaka.paf,399,medaka_scratch
real_sabin_5,0.04,mapped.paf,376,0
real_sabin_5,0.04,mapped.racon1.paf,399,1
real_sabin_5,0.04,mapped.racon2.paf,397,2
real_sabin_5,0.04,mapped.racon3.paf,399,3
real_sabin_5,0.04,mapped.racon4.paf,397,4
real_sabin_5,0.04,mapped.medaka.paf,399,medaka
real_sabin_5,0.04,mapped.medaka.paf,399,medaka_scratch
real_sabin_5,0.05,mapped.paf,361,0
real_sabin_5,0.05,mapped.racon1.paf,399,1
real_sabin_5,0.05,mapped.racon2.paf,396,2
real_sabin_5,0.05,mapped.racon3.paf,399,3
real_sabin_5,0.05,mapped.racon4.paf,398,4
real_sabin_5,0.05,mapped.medaka.paf,401,medaka
real_sabin_5,0.05,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.06,mapped.paf,353,0
real_sabin_5,0.06,mapped.racon1.paf,395,1
real_sabin_5,0.06,mapped.racon2.paf,395,2
real_sabin_5,0.06,mapped.racon3.paf,395,3
real_sabin_5,0.06,mapped.racon4.paf,395,4
real_sabin_5,0.06,mapped.medaka.paf,399,medaka
real_sabin_5,0.06,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.07,mapped.paf,344,0
real_sabin_5,0.07,mapped.racon1.paf,396,1
real_sabin_5,0.07,mapped.racon2.paf,394,2
real_sabin_5,0.07,mapped.racon3.paf,395,3
real_sabin_5,0.07,mapped.racon4.paf,394,4
real_sabin_5,0.07,mapped.medaka.paf,400,medaka
real_sabin_5,0.07,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.08,mapped.paf,326,0
real_sabin_5,0.08,mapped.racon1.paf,395,1
real_sabin_5,0.08,mapped.racon2.paf,396,2
real_sabin_5,0.08,mapped.racon3.paf,397,3
real_sabin_5,0.08,mapped.racon4.paf,395,4
real_sabin_5,0.08,mapped.medaka.paf,399,medaka
real_sabin_5,0.08,mapped.medaka.paf,399,medaka_scratch
real_sabin_5,0.09,mapped.paf,330,0
real_sabin_5,0.09,mapped.racon1.paf,398,1
real_sabin_5,0.09,mapped.racon2.paf,396,2
real_sabin_5,0.09,mapped.racon3.paf,397,3
real_sabin_5,0.09,mapped.racon4.paf,399,4
real_sabin_5,0.09,mapped.medaka.paf,399,medaka
real_sabin_5,0.09,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.1,mapped.paf,290,0
real_sabin_5,0.1,mapped.racon1.paf,394,1
real_sabin_5,0.1,mapped.racon2.paf,392,2
real_sabin_5,0.1,mapped.racon3.paf,392,3
real_sabin_5,0.1,mapped.racon4.paf,394,4
real_sabin_5,0.1,mapped.medaka.paf,399,medaka
real_sabin_5,0.1,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.11,mapped.paf,269,0
real_sabin_5,0.11,mapped.racon1.paf,392,1
real_sabin_5,0.11,mapped.racon2.paf,390,2
real_sabin_5,0.11,mapped.racon3.paf,390,3
real_sabin_5,0.11,mapped.racon4.paf,391,4
real_sabin_5,0.11,mapped.medaka.paf,399,medaka
real_sabin_5,0.11,mapped.medaka.paf,398,medaka_scratch
real_sabin_5,0.12,mapped.paf,283,0
real_sabin_5,0.12,mapped.racon1.paf,397,1
real_sabin_5,0.12,mapped.racon2.paf,396,2
real_sabin_5,0.12,mapped.racon3.paf,398,3
real_sabin_5,0.12,mapped.racon4.paf,396,4
real_sabin_5,0.12,mapped.medaka.paf,399,medaka
real_sabin_5,0.12,mapped.medaka.paf,397,medaka_scratch
real_sabin_5,0.13,mapped.paf,246,0
real_sabin_5,0.13,mapped.racon1.paf,390,1
real_sabin_5,0.13,mapped.racon2.paf,394,2
real_sabin_5,0.13,mapped.racon3.paf,395,3
real_sabin_5,0.13,mapped.racon4.paf,396,4
real_sabin_5,0.13,mapped.medaka.paf,399,medaka
real_sabin_5,0.13,mapped.medaka.paf,401,medaka_scratch
real_sabin_5,0.14,mapped.paf,214,0
real_sabin_5,0.14,mapped.racon1.paf,395,1
real_sabin_5,0.14,mapped.racon2.paf,393,2
real_sabin_5,0.14,mapped.racon3.paf,395,3
real_sabin_5,0.14,mapped.racon4.paf,395,4
real_sabin_5,0.14,mapped.medaka.paf,399,medaka
real_sabin_5,0.14,mapped.medaka.paf,397,medaka_scratch
real_sabin_5,0.15,mapped.paf,144,0
real_sabin_5,0.15,mapped.racon1.paf,392,1
real_sabin_5,0.15,mapped.racon2.paf,391,2
real_sabin_5,0.15,mapped.racon3.paf,391,3
real_sabin_5,0.15,mapped.racon4.paf,392,4
real_sabin_5,0.15,mapped.medaka.paf,401,medaka
real_sabin_5,0.15,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.16,mapped.paf,227,0
real_sabin_5,0.16,mapped.racon1.paf,390,1
real_sabin_5,0.16,mapped.racon2.paf,391,2
real_sabin_5,0.16,mapped.racon3.paf,390,3
real_sabin_5,0.16,mapped.racon4.paf,393,4
real_sabin_5,0.16,mapped.medaka.paf,398,medaka
real_sabin_5,0.16,mapped.medaka.paf,398,medaka_scratch
real_sabin_5,0.17,mapped.paf,122,0
real_sabin_5,0.17,mapped.racon1.paf,392,1
real_sabin_5,0.17,mapped.racon2.paf,393,2
real_sabin_5,0.17,mapped.racon3.paf,395,3
real_sabin_5,0.17,mapped.racon4.paf,394,4
real_sabin_5,0.17,mapped.medaka.paf,400,medaka
real_sabin_5,0.17,mapped.medaka.paf,400,medaka_scratch
real_sabin_5,0.18,mapped.paf,53,0
real_sabin_5,0.18,mapped.racon1.paf,386,1
real_sabin_5,0.18,mapped.racon2.paf,386,2
real_sabin_5,0.18,mapped.racon3.paf,387,3
real_sabin_5,0.18,mapped.racon4.paf,386,4
real_sabin_5,0.18,mapped.medaka.paf,399,medaka
real_sabin_5,0.18,mapped.medaka.paf,399,medaka_scratch
real_sabin_5,0.19,mapped.paf,17,0
real_sabin_5,0.19,mapped.racon1.paf,371,1
real_sabin_5,0.19,mapped.racon2.paf,369,2
real_sabin_5,0.19,mapped.racon3.paf,370,3
real_sabin_5,0.19,mapped.racon4.paf,372,4
real_sabin_5,0.19,mapped.medaka.paf,397,medaka
real_sabin_5,0.19,mapped.medaka.paf,394,medaka_scratch
real_sabin_5,0.2,mapped.paf,49,0
real_sabin_5,0.2,mapped.racon1.paf,391,1
real_sabin_5,0.2,mapped.racon2.paf,390,2
real_sabin_5,0.2,mapped.racon3.paf,389,3
real_sabin_5,0.2,mapped.racon4.paf,389,4
real_sabin_5,0.2,mapped.medaka.paf,398,medaka
real_sabin_5,0.2,mapped.medaka.paf,396,medaka_scratch
real_sabin_5,0.21,mapped.paf,35,0
real_sabin_5,0.21,mapped.racon1.paf,356,1
real_sabin_5,0.21,mapped.racon2.paf,354,2
real_sabin_5,0.21,mapped.racon3.paf,354,3
real_sabin_5,0.21,mapped.racon4.paf,356,4
real_sabin_5,0.21,mapped.medaka.paf,399,medaka
real_sabin_5,0.21,mapped.medaka.paf,398,medaka_scratch
real_sabin_5,0.22,mapped.paf,60,0
real_sabin_5,0.22,mapped.racon1.paf,391,1
real_sabin_5,0.22,mapped.racon2.paf,391,2
real_sabin_5,0.22,mapped.racon3.paf,393,3
real_sabin_5,0.22,mapped.racon4.paf,394,4
real_sabin_5,0.22,mapped.medaka.paf,396,medaka
real_sabin_5,0.22,mapped.medaka.paf,395,medaka_scratch
real_sabin_5,0.23,mapped.paf,0,0
real_sabin_5,0.23,mapped.racon1.paf,0,1
real_sabin_5,0.23,mapped.racon2.paf,0,2
real_sabin_5,0.23,mapped.racon3.paf,0,3
real_sabin_5,0.23,mapped.racon4.paf,0,4
real_sabin_5,0.23,mapped.medaka.paf,0,medaka
real_sabin_5,0.23,mapped.medaka.paf,0,medaka_scratch
real_sabin_5,0.24,mapped.paf,37,0
real_sabin_5,0.24,mapped.racon1.paf,342,1
real_sabin_5,0.24,mapped.racon2.paf,363,2
real_sabin_5,0.24,mapped.racon3.paf,361,3
real_sabin_5,0.24,mapped.racon4.paf,361,4
real_sabin_5,0.24,mapped.medaka.paf,395,medaka
real_sabin_5,0.24,mapped.medaka.paf,392,medaka_scratch
real_sabin_5,0.25,mapped.paf,16,0
real_sabin_5,0.25,mapped.racon1.paf,372,1
real_sabin_5,0.25,mapped.racon2.paf,372,2
real_sabin_5,0.25,mapped.racon3.paf,375,3
real_sabin_5,0.25,mapped.racon4.paf,376,4
real_sabin_5,0.25,mapped.medaka.paf,396,medaka
real_sabin_5,0.25,mapped.medaka.paf,393,medaka_scratch
real_sabin_5,0.26,mapped.paf,0,0
real_sabin_5,0.26,mapped.racon1.paf,0,1
real_sabin_5,0.26,mapped.racon2.paf,0,2
real_sabin_5,0.26,mapped.racon3.paf,0,3
real_sabin_5,0.26,mapped.racon4.paf,0,4
real_sabin_5,0.26,mapped.medaka.paf,0,medaka
real_sabin_5,0.26,mapped.medaka.paf,0,medaka_scratch
real_sabin_5,0.27,mapped.paf,0,0
real_sabin_5,0.27,mapped.racon1.paf,0,1
real_sabin_5,0.27,mapped.racon2.paf,0,2
real_sabin_5,0.27,mapped.racon3.paf,0,3
real_sabin_5,0.27,mapped.racon4.paf,0,4
real_sabin_5,0.27,mapped.medaka.paf,0,medaka
real_sabin_5,0.27,mapped.medaka.paf,0,medaka_scratch
real_sabin_5,0.28,mapped.paf,0,0
real_sabin_5,0.28,mapped.racon1.paf,0,1
real_sabin_5,0.28,mapped.racon2.paf,0,2
real_sabin_5,0.28,mapped.racon3.paf,0,3
real_sabin_5,0.28,mapped.racon4.paf,0,4
real_sabin_5,0.28,mapped.medaka.paf,0,medaka
real_sabin_5,0.28,mapped.medaka.paf,0,medaka_scratch
real_sabin_5,0.29,mapped.paf,0,0
real_sabin_5,0.29,mapped.racon1.paf,0,1
real_sabin_5,0.29,mapped.racon2.paf,0,2
real_sabin_5,0.29,mapped.racon3.paf,0,3
real_sabin_5,0.29,mapped.racon4.paf,0,4
real_sabin_5,0.29,mapped.medaka.paf,0,medaka
real_sabin_5,0.29,mapped.medaka.paf,0,medaka_scratch
real_sabin_5,0.3,mapped.paf,0,0
real_sabin_5,0.3,mapped.racon1.paf,0,1
real_sabin_5,0.3,mapped.racon2.paf,0,2
real_sabin_5,0.3,mapped.racon3.paf,0,3
real_sabin_5,0.3,mapped.racon4.paf,0,4
real_sabin_5,0.3,mapped.medaka.paf,0,medaka
real_sabin_5,0.3,mapped.medaka.paf,0,medaka_scratch
real_sabin_5,0.31,mapped.paf,0,0
real_sabin_5,0.31,mapped.racon1.paf,0,1
real_sabin_5,0.31,mapped.racon2.paf,0,2
real_sabin_5,0.31,mapped.racon3.paf,0,3
real_sabin_5,0.31,mapped.racon4.paf,0,4
real_sabin_5,0.31,mapped.medaka.paf,0,medaka
real_sabin_5,0.31,mapped.medaka.paf,0,medaka_scratch
real_sabin_5,0.32,mapped.paf,0,0
real_sabin_5,0.32,mapped.racon1.paf,0,1
real_sabin_5,0.32,mapped.racon2.paf,0,2
real_sabin_5,0.32,mapped.racon3.paf,0,3
real_sabin_5,0.32,mapped.racon4.paf,0,4
real_sabin_5,0.32,mapped.medaka.paf,0,medaka
real_sabin_5,0.32,mapped.medaka.paf,0,medaka_scratch
real_sabin_5,0.33,mapped.paf,0,0
